,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
3902,25,September Drive,Jessica,Harris,68,Head,Single,Female,"Retired Engineer, land",None,Sikh
3903,26,September Drive,Stacey,Browne,38,Head,Single,Female,Occupational hygienist,None,Catholic
3904,27,September Drive,Jacqueline,West,59,Head,Single,Female,"Conservator, museum/gallery",None,Christian
3905,27,September Drive,Hazel,West,32,Daughter,Single,Female,Graphic designer,None,Christian
3906,28,September Drive,Dale,Lord,27,Head,Single,Male,Personnel officer,None,None
3907,29,September Drive,Katherine,Rowe,18,Head,Divorced,Female,Student,None,NA
3908,30,September Drive,Declan,Wilkins,30,Head,Single,Male,Engineering geologist,None,None
3909,31,September Drive,Jemma,Carey,55,Head,Married,Female,"Research officer, trade union",None,Catholic
3910,31,September Drive,Harry,Carey,58,Husband,Married,Male,Oceanographer,None,Catholic
3911,32,September Drive,Julie,Pope,35,Head,Single,Female,Forest/woodland manager,None,Catholic
3912,33,September Drive,Holly,Harris,27,Head,Single,Female,"Engineer, water",None,None
3913,34,September Drive,Jennifer,Blake,33,Head,Married,Female,Purchasing manager,None,None
3914,34,September Drive,Kyle,Blake,35,Husband,Married,Male,"Scientist, research (physical sciences)",None,None
3915,34,September Drive,Lindsey,Blake,9,Daughter,NA,Female,Student,None,NA
3916,35,September Drive,Chelsea,Jackson,53,Head,Divorced,Female,Arts administrator,None,Methodist
3917,35,September Drive,Diane,Jackson,4,Daughter,NA,Female,Child,None,NA
3918,36,September Drive,Terry,Elliott,27,Head,Single,Male,Minerals surveyor,None,Catholic
3919,37,September Drive,Howard,Patel,28,Head,Divorced,Male,"Engineer, energy",None,None
3920,38,September Drive,Callum,Preston,30,Head,Single,Male,Soil scientist,None,Christian
3921,39,September Drive,Elaine,Iqbal,50,Head,Single,Female,Multimedia programmer,None,None
3922,40,September Drive,Lorraine,Taylor,71,Head,Divorced,Female,"Retired Production designer, theatre/television/film",None,Christian
3923,41,September Drive,Ronald,Barlow,71,Head,Widowed,Male,"Retired Programmer, applications",None,None
3924,41,September Drive,Glen,Riley-Barlow,14,Grandson,NA,Male,Student,None,NA
3925,41,September Drive,Josephine,Hughes,14,Granddaughter,NA,Female,Student,None,NA
3926,42,September Drive,Gordon,Watson,72,Head,Single,Male,Retired Town planner,None,Methodist
3927,43,September Drive,Harry,Cunningham,52,Head,Single,Male,"Engineer, manufacturing systems",None,Christian
3928,44,September Drive,Matthew,Naylor,35,Head,Single,Male,"Nurse, children's",None,Catholic
3929,45,September Drive,Jayne,Edwards,25,Head,Married,Female,Analytical chemist,None,Christian
3930,45,September Drive,Terence,Edwards,21,Husband,Married,Male,University Student,None,None
3931,45,September Drive,Ian,Edwards,2,Son,NA,Male,Child,None,NA
3932,46,September Drive,Margaret,Harrison,74,Head,Married,Female,Retired Human resources officer,None,None
3933,46,September Drive,Norman,Harrison,78,Husband,Married,Male,Retired Metallurgist,None,None
3934,47,September Drive,Megan,Newton,49,Head,Single,Female,"Engineer, energy",Blind,Methodist
3935,48,September Drive,Gail,Roberts,73,Head,Widowed,Female,Unemployed,None,Christian
3936,49,September Drive,Glen,Richards,31,Head,Divorced,Male,Environmental education officer,None,None
3937,50,September Drive,Jayne,Allan,66,Head,Divorced,Female,Ambulance person,None,Christian
3938,51,September Drive,Yvonne,Wilkins,53,Head,Married,Female,Sport and exercise psychologist,None,Christian
3939,51,September Drive,Leon,Wilkins,55,Husband,Married,Male,Biomedical scientist,None,Christian
3940,51,September Drive,Denise,Wilkins,15,Daughter,NA,Female,Student,None,NA
3941,52,September Drive,Jessica,Barton,59,Head,Single,Female,Air cabin crew,None,Christian
3942,53,September Drive,Edward,Carter,27,Head,Divorced,Male,Unemployed,None,Catholic
3943,53,September Drive,James,Carter,0,Son,NA,m,Child,None,NA
3944,54,September Drive,Rhys,Williams,40,Head,Married,Male,Neurosurgeon,None,None
3945,54,September Drive,Maureen,Williams,43,Wife,Married,Female,Personnel officer,None,Catholic
3946,1,Pollard Road,Georgia,Wilkinson,45,Head,Married,Female,Patent examiner,None,Catholic
3947,1,Pollard Road,Geoffrey,Wilkinson,45,Husband,Married,Male,Furniture conservator/restorer,None,Catholic
3948,1,Pollard Road,Danny,Wilkinson,15,Son,NA,Male,Student,None,NA
3949,2,Pollard Road,William,Smith,76,Head,D,Male,Unemployed,None,Methodist
3950,2,Pollard Road,Irene,Harris,17,Granddaughter,NA,Female,Student,None,NA
3951,2,Pollard Road,Judith,Harris,13,Granddaughter,NA,Female,Student,None,NA
3952,2,Pollard Road,Ellie,Harris,11,Granddaughter,NA,Female,Student,None,NA
3953,3,Pollard Road,Michelle,McDonald,49,Head,Married,Female,Geophysicist/field seismologist,None,None
3954,3,Pollard Road,Robert,McDonald,51,Husband,Married,Male,Armed forces operational officer,None,None
3955,3,Pollard Road,Janice,McDonald,23,Daughter,Divorced,Female,Water quality scientist,None,None
3956,3,Pollard Road,Dylan,McDonald,2,Son,NA,Male,Child,None,NA
3957,4,Pollard Road,Deborah,Farrell,36,Head,Single,Female,Legal secretary,None,Catholic
3958,4,Pollard Road,Justin,Hicks,41,Partner,Single,Male,"Designer, graphic",None,Catholic
3959,4,Pollard Road,Leonard,Farrell,11,Son,NA,Male,Student,None,NA
3960,5,Pollard Road,Stephanie,Taylor-Wright,39,Head,Married,Female,Unemployed,None,None
3961,5,Pollard Road,Abdul,Taylor-Wright,41,Husband,Married,Male,Commercial art gallery manager,None,None
3962,5,Pollard Road,Abigail,Taylor-Wright,3,Daughter,NA,Female,Child,None,NA
3963,6,Pollard Road,Rita,Khan,55,Head,Single,Female,Physiological scientist,None,Christian
3964,6,Pollard Road,Matthew,Khan,23,Son,Divorced,Male,Public house manager,None,Christian
3965,6,Pollard Road,Amy,Khan,21,Daughter,Single,Female,University Student,None,None
3966,6,Pollard Road,Matthew,Khan,17,Son,NA,Male,Student,None,NA
3967,6,Pollard Road,Olivia,Khan,12,Daughter,NA,Female,Student,None,NA
3968,6,Pollard Road,Olivia,Khan,7,Daughter,NA,Female,Student,None,NA
3969,6,Pollard Road,Yvonne,Anderson-Khan,7,Daughter,NA,Female,Student,None,NA
3970,7,Pollard Road,Danielle,Bradley,31,Head,Single,Female,"Accountant, chartered",None,None
3971,7,Pollard Road,Declan,Wilson,38,Partner,Single,Male,Training and development officer,None,None
3972,7,Pollard Road,Josephine,Bradley,15,Daughter,NA,Female,Student,None,NA
3973,8,Pollard Road,Lesley,Ferguson,17,Head,Married,Female,Student,None,NA
3974,8,Pollard Road,Simon,Ferguson,24,Husband,Married,Male,Unemployed,None,NA
3975,8,Pollard Road,Mohamed,Cooke,40,Lodger,Single,Male,"Surveyor, insurance",None,Christian
3976,8,Pollard Road,Stephen,Hudson,20,Sibling,Single,Male,University Student,None,None
3977,9,Pollard Road,Kimberley,Lawrence,51,Head,Married,Female,Armed forces logistics/support/administrative officer,None,Catholic
3978,9,Pollard Road,Guy,Lawrence,54,Husband,Married,Male,Unemployed,None,Catholic
3979,9,Pollard Road,Reece,James-Lawrence,24,Son,Single,Male,Academic librarian,None,Catholic
3980,9,Pollard Road,Katie,James-Lawrence,7,Daughter,NA,Female,Student,None,NA
3981,10,Pollard Road,Hollie,Johnson,44,Head,Married,Female,"Radiographer, diagnostic",None,Catholic
3982,10,Pollard Road,Leslie,Johnson,48,Husband,Married,Male,"Teacher, adult education",None,None
3983,10,Pollard Road,Claire,Johnson,15,Daughter,NA,Female,Student,None,NA
3984,11,Pollard Road,Suzanne,Davies,60,Head,Married,Female,Pharmacologist,None,None
3985,11,Pollard Road,Jamie,Davies,62,Husband,Married,Male,Sub,None,None
3986,11,Pollard Road,Lindsey,Davies,26,Daughter,Single,Female,Geoscientist,None,None
3987,12,Pollard Road,Jemma,Carter,44,Head,Married,Female,"Education officer, environmental",None,Methodist
3988,12,Pollard Road,Dale,Carter,46,Husband,Married,Male,Retail banker,None,Methodist
3989,12,Pollard Road,Claire,Carter,5,Daughter,NA,Female,Student,None,NA
3990,13,Pollard Road,Alexandra,Connolly,40,Head,Married,Female,Unemployed,None,Catholic
3991,13,Pollard Road,Matthew,Connolly,41,Husband,Married,Male,"Scientist, audiological",None,None
3992,13,Pollard Road,Joshua,Connolly,14,Son,NA,Male,Student,None,NA
3993,14,Pollard Road,Aimee,Smith,34,Head,Single,Female,Outdoor activities/education manager,None,None
3994,14,Pollard Road,Peter,Williams,33,Partner,Single,Male,Ergonomist,None,None
3995,14,Pollard Road,Aimee,Smith,9,Daughter,NA,Female,Student,None,NA
3996,14,Pollard Road,Kerry,Smith,6,Daughter,NA,Female,Student,None,NA
3997,15,Pollard Road,Anna,Robinson,57,Head,Single,Female,Lexicographer,None,Christian
3998,15,Pollard Road,Jordan,Robinson,15,Son,NA,Male,Student,None,NA
3999,16,Pollard Road,Diana,Bradshaw,43,Head,Married,Female,Information officer,None,None
4000,16,Pollard Road,Bryan,Bradshaw,46,Husband,Married,Male,Paediatric nurse,None,None
4001,16,Pollard Road,Stephen,Bradshaw,13,Son,NA,Male,Student,None,NA
4002,17,Pollard Road,Terence,Booth,48,Head,Single,Male,"Therapist, speech and language",None,Christian
4003,17,Pollard Road,Ashleigh,Howell,46,None,Single,Female,"Engineer, electrical",None,Christian
4004,18,Pollard Road,Dawn,Walker,52,Head,Married,Female,"Radiographer, therapeutic",None,Catholic
4005,18,Pollard Road,Max,Walker,57,Husband,Married,Male,Technical brewer,None,Catholic
4006,18,Pollard Road,Leigh,Walker,14,Son,NA,Male,Student,None,NA
4007,19,Pollard Road,Mandy,Evans,30,Head,Divorced,Female,Unemployed,None,Christian
4008,19,Pollard Road,Gerald,Evans,12,Son,NA,Male,Student,None,NA
4009,19,Pollard Road,Stacey,Evans,7,Daughter,NA,Female,Student,None,NA
4010,20,Pollard Road,Leah,Brown,65,Head,Married,Female,Marine scientist,None,Methodist
4011,20,Pollard Road,Norman,Brown,70,Husband,Married,Male,Retired Minerals surveyor,None,Methodist
4012,20,Pollard Road,Olivia,Brown,32,Daughter,Single,Female,Company secretary,None,None
4013,21,Pollard Road,Natasha,Begum,62,Head,Married,Female,"Biochemist, clinical",None,Christian
4014,21,Pollard Road,Antony,Begum,59,Husband,Married,Male,Marketing executive,None,None
4015,21,Pollard Road,Michelle,Begum,5,Granddaughter,NA,Female,Student,None,NA
4016,21,Pollard Road,Cheryl,Moran,3,Granddaughter,NA,Female,Child,None,NA
4017,22,Pollard Road,Diana,Wilkins,48,Head,Married,Female,Media buyer,None,Methodist
4018,22,Pollard Road,Joel,Wilkins,51,Husband,Married,Male,"Doctor, general practice",None,None
4019,22,Pollard Road,Eleanor,Wilkins,14,Daughter,NA,Female,Student,None,NA
4020,23,Pollard Road,Laura,Smith,48,Head,Single,Female,Amenity horticulturist,None,Christian
4021,23,Pollard Road,Anthony,Wilson,53,Partner,Single,Male,Best boy,None,Christian
4022,23,Pollard Road,Charlene,Smith,15,Daughter,NA,Female,Student,None,NA
4023,23,Pollard Road,Stephanie,Smith,15,Daughter,NA,Female,Student,None,NA
4024,24,Pollard Road,Howard,Walker,40,Head,Married,Male,Heritage manager,None,Catholic
4025,24,Pollard Road,Marilyn,Walker,38,Wife,Married,Female,Community pharmacist,None,Catholic
4026,24,Pollard Road,Francesca,Walker,2,Daughter,NA,Female,Child,None,NA
4027,24,Pollard Road,Hilary,Walker,2,Daughter,NA,Female,Child,Unknown Infection,NA
4028,25,Pollard Road,Brenda,Holmes,43,Head,Single,Female,Unemployed,None,None
4029,25,Pollard Road,Paul,Holmes,8,Son,NA,Male,Student,None,NA
4030,25,Pollard Road,Vanessa,Holmes,4,Daughter,NA,Female,Child,None,NA
4031,26,Pollard Road,Shirley,Oliver,37,Head,Single,Female,Unemployed,None,Catholic
4032,26,Pollard Road,Brett,Rhodes,8,Nephew,NA,Male,Student,None,NA
4033,26,Pollard Road,Paul,Baxter,4,Nephew,NA,Male,Child,None,NA
4034,27,Pollard Road,Katie,Ball,54,Head,Married,Female,Advertising account executive,None,Christian
4035,27,Pollard Road,Julian,Ball,53,Husband,Married,Male,Community arts worker,None,Christian
4036,27,Pollard Road,Luke,Ball,26,Son,Divorced,Male,Armed forces technical officer,None,Christian
4037,28,Pollard Road,Benjamin,Ward,77,Head,Divorced,Male,"Retired Teacher, special educational needs",None,None
4038,29,Pollard Road,Catherine,Kemp,57,Head,Widowed,Female,Unemployed,None,None
4039,29,Pollard Road,Albert,Kemp,19,Son,Divorced,Male,University Student,None,None
4040,29,Pollard Road,Annette,Kemp,19,Daughter,Single,Female,University Student,None,None
4041,30,Pollard Road,Deborah,Powell,28,Head,Divorced,Female,Press sub,None,Private
4042,30,Pollard Road,Gail,Powell,11,Daughter,NA,Female,Student,None,NA
4043,30,Pollard Road,Jay,Powell,7,Son,NA,Male,Student,None,NA
4044,31,Pollard Road,Bruce,Roberts,101,Head,Single,Male,"Retired Therapist, speech and language",None,Christian
4045,32,Pollard Road,Sally,Burns,54,Head,Married,Female,Nature conservation officer,None,Christian
4046,32,Pollard Road,Gordon,Burns,54,Husband,Married,Male,Ecologist,None,Christian
4047,32,Pollard Road,Craig,Burns,17,Son,NA,Male,Student,None,NA
4048,33,Pollard Road,Douglas,Pearce,35,Head,Married,Male,Water quality scientist,None,Christian
4049,33,Pollard Road,Sara,Pearce,29,Wife,Married,Female,Sports coach,None,None
4050,33,Pollard Road,Emma,Collier,61,Lodger,Single,Female,"Programmer, systems",None,Methodist
4051,34,Pollard Road,Paula,Hobbs,63,Head,Married,Female,Town planner,None,Christian
4052,34,Pollard Road,Leslie,Hobbs,71,Husband,Married,Male,Retired Manufacturing engineer,None,Christian
4053,34,Pollard Road,Claire,Hobbs,32,Daughter,Divorced,Female,"Programmer, systems",None,Christian
4054,35,Pollard Road,Molly,Robinson,50,Head,Married,Female,Human resources officer,None,Christian
4055,35,Pollard Road,Liam,Robinson,50,Husband,Married,male,Planning and development surveyor,None,Christian
4056,35,Pollard Road,Clive,Robinson,17,Son,NA,Male,Student,None,NA
4057,35,Pollard Road,Stephanie,Robinson,15,Daughter,NA,Female,Student,None,NA
4058,36,Pollard Road,Sarah,Mason,19,Head,Single,Female,University Student,None,None
4059,36,Pollard Road,Garry,Robinson,20,None,Single,Male,University Student,None,Catholic
4060,36,Pollard Road,Tony,Fraser,22,None,Single,Male,University Student,None,Catholic
4061,36,Pollard Road,Stephen,Hardy,29,None,Single,Male,PhD Student,None,None
4062,37,Pollard Road,Catherine,Robinson,39,Head,Married,Female,Computer games developer,None,None
4063,37,Pollard Road,Paul,Robinson,40,Husband,Married,Male,"Nurse, adult",None,None
4064,37,Pollard Road,Toby,Robinson,12,Son,NA,Male,Student,None,NA
4065,37,Pollard Road,Billy,Robinson,10,Son,NA,Male,Student,None,NA
4066,38,Pollard Road,Molly,Johnson,39,Head,Married,Female,"Teacher, secondary school",None,None
4067,38,Pollard Road,Stanley,Johnson,43,Husband,Married,Male,Retail manager,None,None
4068,38,Pollard Road,Sandra,Johnson,9,Daughter,NA,Female,Student,None,NA
4069,39,Pollard Road,Brett,Hurst,34,Head,Single,Male,Hospital pharmacist,None,None
4070,39,Pollard Road,Elliot,Bond,48,None,Single,Male,Manufacturing systems engineer,None,None
4071,39,Pollard Road,Danielle,Thompson,55,None,Single,Female,Unemployed,None,Christian
4072,40,Pollard Road,Francesca,Francis,37,Head,Married,Female,"Conservator, furniture",None,Christian
4073,40,Pollard Road,Bradley,Francis,34,Husband,Married,Male,Equities trader,None,Christian
4074,40,Pollard Road,Sophie,Francis,20,Daughter,Single,Female,University Student,None,Christian
4075,40,Pollard Road,Lee,Francis,16,Son,NA,Male,Student,None,NA
4076,41,Pollard Road,Victoria,White,51,Head,Married,Female,Unemployed,None,Christian
4077,41,Pollard Road,Tony,White,55,Husband,Married,Male,Senior tax professional/tax inspector,None,Christian
4078,41,Pollard Road,Colin,White,16,Son,NA,Male,Student,None,NA
4079,42,Pollard Road,Michelle,Williams,40,Head,Married,Female,Cartographer,None,Catholic
4080,42,Pollard Road,Sean,Williams,42,Husband,Married,Male,TEFL teacher,None,Catholic
4081,42,Pollard Road,Amber,Williams,20,Daughter,Divorced,Female,University Student,None,Catholic
4082,42,Pollard Road,Geraldine,Williams,19,Daughter,Single,Female,University Student,None,Catholic
4083,42,Pollard Road,Iain,Williams,13,Son,NA,Male,Student,None,NA
4084,43,Pollard Road,Pauline,Mitchell,33,Head,Single,Female,Bookseller,None,None
4085,43,Pollard Road,Russell,Mitchell,4,Son,NA,Male,Child,None,NA
4086,43,Pollard Road,Andrew,Mitchell,2,Son,NA,Male,Child,None,NA
4087,43,Pollard Road,Harry,Mitchell,0,Son,NA,Male,Child,None,NA
4088,44,Pollard Road,Colin,Griffiths,32,Head,Married,Male,"Librarian, public",None,None
4089,44,Pollard Road,Carol,Griffiths,30,Wife,Married,Female,Hospital pharmacist,None,None
4090,44,Pollard Road,Elliott,Griffiths,4,Son,NA,Male,Child,None,NA
4091,45,Pollard Road,Holly,James,25,Head,Widowed,Female,Unemployed,None,Muslim
4092,46,Pollard Road,Katy,Saunders,32,Head,Single,Female,Financial trader,None,Christian
4093,46,Pollard Road,Gerald,Cooper,35,Partner,Single,Male,Regulatory affairs officer,None,Christian
4094,46,Pollard Road,Bruce,Saunders,6,Son,NA,M,Student,None,NA
4095,47,Pollard Road,Maureen,Taylor,50,Head,Married,f,Field trials officer,None,None
4096,47,Pollard Road,Bradley,Taylor,50,Husband,Married,Male,"Journalist, newspaper",None,None
4097,47,Pollard Road,Allan,Taylor,18,Son,Single,Male,Student,None,None
4098,47,Pollard Road,Shirley,Taylor,15,Daughter,NA,Female,Student,None,NA
4099,48,Pollard Road,Francis,Lewis,42,Head,Married,Male,Careers information officer,None,Catholic
4100,48,Pollard Road,Gemma,Lewis,39,Wife,Married,Female,Gaffer,None,None
4101,48,Pollard Road,Gerard,Williams,9,Son,NA,Male,Student,None,NA
4102,49,Pollard Road,Harry,Dale,63,Head,Divorced,Male,"Production assistant, television",None,Catholic
4103,50,Pollard Road,Emily,Vincent,30,Head,Single,Female,Intelligence analyst,None,None
4104,50,Pollard Road,Damian,Graham,37,Partner,Single,Male,Arts administrator,None,None
4105,50,Pollard Road,Henry,Vincent,12,Son,NA,Male,Student,None,NA
4106,50,Pollard Road,Chloe,Vincent,11,Daughter,NA,Female,Student,None,NA
4107,50,Pollard Road,Chelsea,Vincent,8,Daughter,NA,Female,Student,None,NA
4108,51,Pollard Road,Tracy,Thompson,38,Head,Married,Female,"Teacher, primary school",None,None
4109,51,Pollard Road,Glenn,Thompson,40,Husband,Married,Male,Minerals surveyor,None,None
4110,51,Pollard Road,Harriet,Thompson,8,Daughter,NA,Female,Student,None,NA
